Course ID,Student ID,Term,Grade
25245,44290584,Summer 2016,B
25246,44290584,Summer 2017,B+
25247,44290584,Winter 2018,A-
25249,43361797,Winter 2011,B
25253,27722237,Fall 2020,A
25254,27722237,Winter 2016,C
25256,27722237,Fall 2020,C
25257,27722237,Summer 2013,A+
25262,36536771,Winter 2011,A
25269,86540772,Winter 2011,B+
48058,86540772,Fall 2020,B
48061,15284219,Fall 2013,B+
48063,30965209,Fall 2020,F
48064,30965209,Winter 2014,B-
48066,30965209,Winter 2015,A-
48068,17563803,Fall 2018,F
48145,17563803,Summer 2011,A+
25279,17563803,Winter 2016,B
25280,17563803,Winter 2011,B
25282,47756998,Fall 2012,A+
25288,51876209,Fall 2014,A+
46933,51876209,Winter 2013,A-
46934,51876209,Fall 2013,B
25309,96044023,Fall 2019,B+
25312,34624484,Winter 2014,F
25313,34624484,Summer 2018,A-
25314,34624484,Fall 2018,A-
25315,34624484,Summer 2011,A+
25321,92810288,Fall 2013,B-
25322,92810288,Summer 2020,C
25323,92810288,Summer 2011,A
25324,92810288,Summer 2013,A+
25326,30719851,Fall 2013,B+
25327,30719851,Fall 2018,A+
25330,30719851,Fall 2016,A-
25332,48461555,Fall 2017,B
25335,41559063,Winter 2020,B-
25336,41559063,Winter 2017,A+
25337,41559063,Summer 2017,B
25338,41559063,Winter 2012,C
25341,81009272,Winter 2014,F
25342,81009272,Summer 2020,A
25349,81009272,Summer 2017,A
25350,81009272,Fall 2015,B
25353,64505172,Winter 2020,A
25354,64505172,Winter 2017,A-
25356,64505172,Fall 2015,F
25363,28272410,Winter 2015,B
25364,28272410,Summer 2018,B
25365,28272410,Summer 2017,B-
25366,28272410,Winter 2017,C
25374,33514645,Winter 2017,B-
25375,33514645,Summer 2012,B+
25377,15799635,Summer 2020,F
25407,15799635,Summer 2012,F
25414,15799635,Winter 2015,C
25418,15799635,Winter 2014,C
25426,52241172,Summer 2013,A+
25430,52241172,Summer 2016,B
25432,52241172,Summer 2020,A
25435,52241172,Summer 2016,F
25439,51048059,Winter 2012,A+
25443,90747040,Summer 2014,B-
25448,22918951,Winter 2015,A
25452,59745040,Fall 2015,F
25455,53641595,Summer 2016,A-
25457,53641595,Fall 2018,B-
25461,53641595,Fall 2011,F
25467,95005388,Summer 2020,B+
25474,29970496,Summer 2016,B-
25478,29970496,Fall 2020,F
25479,29970496,Summer 2011,C
25483,65832155,Fall 2020,C
25484,65832155,Summer 2016,A-
25502,12778598,Winter 2018,B+
25510,12778598,Summer 2020,A-
25521,52786877,Fall 2018,B-
25532,52786877,Winter 2016,A+
25533,52786877,Fall 2019,B-
41837,52786877,Fall 2016,F
41839,38041584,Fall 2011,A+
41840,38041584,Fall 2016,B-
41844,32146342,Summer 2019,A+
41845,32146342,Summer 2013,A+
41846,32146342,Fall 2016,F
41850,91586374,Summer 2014,B
41852,80743051,Fall 2017,F
41853,80743051,Fall 2015,C
41854,80743051,Summer 2014,B
45628,64706650,Winter 2014,F
46936,35635923,Fall 2019,C
47210,35635923,Summer 2014,A
47523,35635923,Summer 2018,C
48545,29947899,Winter 2019,B+
48774,29947899,Fall 2017,A-
48950,29947899,Winter 2011,B-
48951,29947899,Winter 2020,A-
48953,75799611,Summer 2012,B-
49357,75799611,Winter 2011,A-
25653,83043610,Summer 2015,F
25655,26647493,Winter 2019,F
25660,26647493,Summer 2020,B+
25663,26647493,Winter 2018,A
25675,75429023,Summer 2012,A
46938,61981024,Winter 2018,B+
48889,48006679,Winter 2014,A
49335,48006679,Summer 2017,A+
49716,15938490,Winter 2017,C
49717,15938490,Summer 2013,C
49720,40838825,Fall 2019,B+
46941,96558165,Winter 2012,A
46943,16815468,Winter 2018,A
46944,16815468,Fall 2011,A+
46945,16815468,Summer 2020,F
46946,16815468,Summer 2020,A-
46948,88047567,Summer 2016,A-
46949,88047567,Winter 2017,F
46950,88047567,Summer 2018,B-
41898,88047567,Fall 2013,F
25770,97867209,Summer 2015,A+
46952,97867209,Winter 2014,A-
46954,56694011,Winter 2019,C
46956,21112588,Summer 2012,F
46957,21112588,Winter 2011,B-
25927,21112588,Winter 2012,A-
25928,21112588,Summer 2016,C
25935,87195721,Winter 2015,A+
25936,87195721,Summer 2015,A
25938,85033116,Winter 2018,A-
25939,85033116,Summer 2014,B
25940,85033116,Fall 2018,F
25963,10289448,Winter 2020,A+
25965,10289448,Winter 2019,A+
25966,10289448,Winter 2011,B-
25989,10289448,Summer 2018,B+
25993,53092522,Summer 2018,F
25995,53092522,Winter 2013,F
26019,71308079,Winter 2013,B-
26022,71308079,Summer 2020,A
26028,71308079,Winter 2012,C
26057,72096817,Winter 2013,A-
42038,72096817,Winter 2013,B
46958,72096817,Summer 2014,A-
48874,49553366,Winter 2013,A-
48876,89895829,Winter 2018,B-
48877,89895829,Summer 2013,B-
48878,89895829,Summer 2012,A
48879,89895829,Winter 2012,C
48905,43954398,Winter 2017,A+
48978,43954398,Winter 2011,A+
48982,65934480,Fall 2017,B
48983,65934480,Fall 2015,B-
48985,48981916,Fall 2018,A
47719,42769906,Fall 2017,C
47721,42769906,Winter 2018,F
26059,41401947,Winter 2018,A-
26060,41401947,Winter 2018,A+
26061,41401947,Fall 2015,F
26063,42092959,Fall 2012,C
26067,42092959,Summer 2015,C
26068,42092959,Fall 2012,B+
26069,42092959,Fall 2013,F
26071,67625516,Summer 2012,A-
26074,67625516,Winter 2017,B
26075,67625516,Winter 2016,B-
42040,84345224,Winter 2019,B
26088,84345224,Summer 2012,A
26090,84345224,Summer 2014,C
26091,84345224,Fall 2017,C
26143,53598125,Summer 2014,F
26144,53598125,Winter 2014,C
26145,53598125,Winter 2018,B
26146,53598125,Winter 2018,B
26156,87565939,Summer 2017,A
26197,74436049,Winter 2019,A-
26205,74436049,Summer 2011,A
26206,74436049,Fall 2019,A-
26209,92948407,Summer 2020,B
26221,77789506,Fall 2011,C
26234,77789506,Fall 2014,F
26266,13104461,Fall 2018,C
42065,90800425,Winter 2017,A
42066,90800425,Winter 2013,B+
42068,90800425,Winter 2012,A
42107,90800425,Summer 2012,A-
46959,39349344,Summer 2019,A-
46963,41815058,Fall 2017,A
46964,41815058,Summer 2017,A-
47381,41815058,Summer 2014,B
47948,41815058,Fall 2012,B
46965,63085302,Winter 2019,C
46966,63085302,Summer 2012,F
26403,63085302,Winter 2018,C
47756,63085302,Summer 2012,B
47766,78843982,Summer 2017,F
47779,44823049,Winter 2016,A-
49679,27598424,Summer 2020,B+
26485,27598424,Fall 2016,A
26488,27598424,Winter 2015,A+
26493,27598424,Summer 2018,B+
26503,71603916,Winter 2013,C
26508,71603916,Fall 2017,F
26511,92928046,Fall 2013,C
26512,92928046,Summer 2016,A+
26523,94790232,Summer 2017,A
26525,48360248,Summer 2011,B+
26526,48360248,Summer 2011,A
26531,11365555,Summer 2020,F
26574,10601579,Winter 2013,F
26580,10601579,Summer 2012,C
26581,10601579,Summer 2016,A+
26592,66014973,Winter 2018,A+
26612,83955681,Fall 2018,A-
26621,83955681,Fall 2013,A
26624,83955681,Fall 2020,A
26638,87426575,Summer 2014,A-
26643,87426575,Summer 2015,F
26651,87426575,Fall 2011,A-
26663,76460615,Winter 2011,F
26664,76460615,Winter 2020,F
26710,59725867,Fall 2016,B-
26712,59725867,Summer 2018,A
26729,52902574,Summer 2019,C
26732,52902574,Winter 2014,B+
26741,52902574,Winter 2013,F
26742,52902574,Winter 2013,B-
26756,46749571,Summer 2014,A+
26759,71857479,Fall 2015,B
26760,71857479,Summer 2011,C
26761,71857479,Winter 2014,B-
26763,20017415,Summer 2015,A+
26764,20017415,Winter 2018,C
26765,20017415,Fall 2019,B
26766,20017415,Fall 2017,A
26774,22179363,Winter 2017,A
26775,22179363,Summer 2020,A+
26863,14562109,Fall 2012,B+
26865,14562109,Summer 2013,B+
26869,12253972,Fall 2014,B
26870,12253972,Winter 2018,C
26874,12253972,Summer 2012,A-
26882,89455590,Winter 2015,B
26883,89455590,Summer 2015,A+
26884,89455590,Winter 2011,B+
26885,89455590,Winter 2019,A+
26890,96723434,Fall 2012,B
26896,52212669,Winter 2013,B-
26897,52212669,Fall 2017,B+
26906,15512656,Summer 2014,B-
26908,15512656,Fall 2014,B+
26944,84069537,Summer 2016,A-
26946,84069537,Fall 2015,A+
26950,84069537,Winter 2016,C
37988,84069537,Winter 2015,B
42133,43569992,Summer 2018,F
42134,43569992,Summer 2011,C
42138,43569992,Summer 2020,A+
42154,57367838,Summer 2011,A+
42156,57367838,Fall 2015,C
46968,47007064,Fall 2019,B
46969,47007064,Winter 2019,B+
46970,47007064,Winter 2011,B-
46971,47007064,Fall 2018,F
46973,64574900,Fall 2017,A
46974,64574900,Fall 2015,F
46975,64574900,Winter 2020,A-
47279,64574900,Summer 2017,A+
48452,48330574,Fall 2020,A+
48776,48330574,Summer 2020,B
48777,48330574,Winter 2018,A
48845,95345944,Winter 2018,B+
48847,95345944,Winter 2019,B
49239,95345944,Winter 2015,B+
49262,88697676,Summer 2011,F
49581,88697676,Winter 2020,B+
49582,88697676,Summer 2020,B-
49584,88697676,Winter 2013,B
46978,87086836,Summer 2020,C
46980,94827845,Winter 2014,B+
46982,88409924,Summer 2013,C
27205,12158622,Winter 2012,A
27207,12158622,Fall 2019,F
27220,12158622,Summer 2018,A-
27223,12158622,Summer 2013,A
27228,11598346,Winter 2013,F
27229,11598346,Fall 2020,B
27230,11598346,Winter 2018,A
27232,11598346,Winter 2017,A
27266,28821631,Fall 2020,A-
27270,51675955,Fall 2019,F
27279,51675955,Fall 2020,B+
27280,51675955,Winter 2013,A+
27286,79326721,Winter 2019,B-
27287,79326721,Fall 2016,B+
27296,79326721,Summer 2017,A
27333,58719143,Fall 2017,B+
27346,65033325,Summer 2013,B-
27384,43244521,Summer 2016,F
27385,43244521,Fall 2014,A
27402,43244521,Summer 2015,B-
27407,30208778,Winter 2015,C
27409,30208778,Summer 2013,A
27421,30208778,Winter 2020,A-
27440,31637853,Fall 2014,A+
27442,31637853,Fall 2020,F
37999,31637853,Fall 2019,B+
42204,31637853,Fall 2018,B-
42207,47491867,Fall 2019,A
42210,10401112,Fall 2016,A+
46983,10401112,Summer 2012,B-
46985,31376703,Winter 2017,B
46987,62127086,Winter 2012,A-
46988,62127086,Winter 2014,A-
46989,62127086,Summer 2014,B
46990,62127086,Summer 2015,A
47814,67880482,Summer 2014,B+
48349,67880482,Fall 2019,B+
48351,30849249,Fall 2012,A+
48372,30849249,Fall 2020,A+
48374,41315011,Winter 2012,C
48375,41315011,Winter 2016,F
49631,41315011,Summer 2018,F
27584,41315011,Summer 2013,F
27586,51273025,Winter 2015,C
27587,51273025,Summer 2019,B+
27588,51273025,Summer 2019,F
27590,42769539,Summer 2011,A+
27591,42769539,Fall 2019,B+
27598,42769539,Summer 2016,F
27601,33078946,Summer 2012,A-
27602,33078946,Summer 2013,C
27603,33078946,Summer 2013,A+
27604,33078946,Summer 2014,A+
27653,40987367,Winter 2017,A
27654,40987367,Summer 2015,A+
27656,19024561,Summer 2011,A+
27657,19024561,Fall 2015,C
27659,55220155,Winter 2018,B
27661,55220155,Fall 2013,A
27662,55220155,Fall 2019,B+
27667,15779173,Fall 2017,F
27669,15779173,Summer 2015,A+
27673,15779173,Summer 2015,A
27676,30806887,Summer 2018,B
27680,17252379,Fall 2014,B-
27681,17252379,Fall 2011,F
27682,17252379,Winter 2015,A+
27687,62971445,Summer 2018,F
27689,62971445,Winter 2015,A+
27690,62971445,Winter 2017,A+
27692,62971445,Winter 2015,C
27694,98600520,Fall 2015,A-
27696,98600520,Fall 2020,B
27697,98600520,Winter 2019,A
27699,34534693,Fall 2019,B
27700,34534693,Winter 2012,F
27704,34534693,Summer 2011,F
27705,34534693,Winter 2014,A+
27712,49303063,Winter 2017,C
27716,79718941,Fall 2020,A
27717,79718941,Fall 2018,A
27723,76001225,Fall 2017,A+
27730,76001225,Fall 2014,C
27733,76001225,Summer 2014,A+
27734,76001225,Summer 2019,A-
27737,31996302,Summer 2013,B+
27738,31996302,Winter 2011,C
27742,68022252,Winter 2013,B
27745,68022252,Fall 2011,C
27748,68022252,Winter 2019,A-
27752,22623867,Summer 2018,B-
27759,41904831,Fall 2016,B
27764,63493759,Fall 2016,C
27767,63493759,Fall 2018,A
27770,49234112,Winter 2019,B+
27771,49234112,Fall 2020,A-
27944,49234112,Fall 2018,A
27989,29598179,Fall 2017,A-
27993,29598179,Summer 2013,C
28132,23879047,Fall 2013,B-
28133,23879047,Fall 2016,F
28290,41336054,Fall 2013,F
42290,41336054,Summer 2019,C
42291,41336054,Fall 2015,A
46992,41336054,Fall 2015,A
46994,64981677,Fall 2015,B-
46998,82383147,Winter 2017,F
46999,82383147,Fall 2012,C
47004,83892402,Summer 2013,A+
47005,83892402,Fall 2016,A+
47006,83892402,Summer 2015,C
47012,23724220,Fall 2019,B
47017,23724220,Fall 2018,F
47018,23724220,Winter 2012,F
28706,10660841,Winter 2019,B
28707,10660841,Summer 2013,C
28726,10660841,Winter 2019,C
28743,28731154,Summer 2015,A+
28745,88762906,Summer 2015,A
28746,88762906,Winter 2011,B+
28748,77661237,Winter 2019,A
28749,77661237,Winter 2015,A
28751,62774688,Winter 2011,B-
28753,23214132,Winter 2013,F
28754,23214132,Fall 2019,C
28809,30903071,Winter 2014,A
28827,57174686,Summer 2018,C
28835,76522041,Summer 2013,A
28842,76522041,Fall 2014,B-
28849,76522041,Summer 2013,C
28854,76522041,Summer 2020,A+
28865,15691199,Summer 2011,F
28868,15691199,Summer 2016,A-
28876,55882956,Summer 2015,A+
28877,55882956,Winter 2013,C
28885,55882956,Fall 2015,B
28887,55882956,Winter 2015,A
28958,76853031,Summer 2017,A+
28962,76853031,Summer 2016,B+
28963,76853031,Winter 2014,A-
28965,97318038,Winter 2018,B+
28966,97318038,Fall 2020,C
28971,68457467,Fall 2011,A
28972,68457467,Fall 2017,A
28973,68457467,Fall 2014,A-
28974,68457467,Summer 2020,A
28981,74561431,Summer 2013,C
28982,74561431,Fall 2019,B
28983,74561431,Winter 2018,A
28984,74561431,Fall 2011,A
28986,94121487,Fall 2013,B
28987,94121487,Winter 2015,F
28988,94121487,Winter 2012,B+
28989,94121487,Winter 2015,C
28994,51198704,Winter 2013,B
28995,51198704,Summer 2011,B
28996,51198704,Summer 2014,B
29000,36628768,Fall 2020,B
29001,36628768,Winter 2013,F
29003,36628768,Winter 2015,A+
29004,36628768,Fall 2014,F
29006,68355121,Summer 2020,B-
29028,30631869,Fall 2018,A-
29030,30631869,Winter 2012,A-
29056,30631869,Summer 2013,C
29118,53327266,Fall 2017,B-
29119,53327266,Fall 2017,C
29124,53327266,Winter 2013,C
29201,72916123,Fall 2018,A+
29205,72916123,Fall 2012,A-
29207,72916123,Winter 2014,F
29225,72916123,Fall 2015,A+
29268,57518573,Winter 2015,B
29351,40259663,Summer 2012,A-
29364,27299892,Winter 2019,B
29368,27299892,Winter 2017,C
44212,32999696,Fall 2013,F
45730,32999696,Summer 2019,A-
47024,32999696,Winter 2016,B+
47025,32999696,Fall 2016,A+
47028,48093817,Fall 2013,F
47029,48093817,Fall 2019,B-
47031,60020932,Fall 2016,B+
47032,60020932,Summer 2018,B
47034,44128469,Summer 2012,A
47035,44128469,Winter 2016,C
47038,13173981,Summer 2012,F
47039,13173981,Fall 2015,C
47041,26238682,Winter 2017,C
47043,53048250,Summer 2019,B+
47044,53048250,Winter 2012,B-
47045,53048250,Winter 2015,F
47046,53048250,Winter 2011,A
47314,66829469,Fall 2012,B+
48661,66829469,Summer 2016,B
29578,66829469,Fall 2015,A
29759,52303829,Fall 2020,B-
29764,27053491,Fall 2019,A-
29765,27053491,Fall 2017,C
29769,24097521,Summer 2015,A
29772,24097521,Fall 2012,F
29774,51670701,Fall 2018,F
29775,51670701,Fall 2013,B+
29777,61398749,Winter 2018,B+
29804,61398749,Summer 2020,B+
29805,61398749,Fall 2011,B-
29810,71689682,Summer 2019,B
29812,44566287,Summer 2017,B+
29814,44566287,Summer 2015,A
29815,44566287,Fall 2013,C
29817,28276795,Fall 2016,C
29819,28276795,Summer 2013,B+
29822,94352466,Fall 2011,F
29823,94352466,Summer 2012,B-
29825,76008836,Fall 2020,F
29826,76008836,Fall 2017,F
29829,54190974,Fall 2015,A-
29832,54190974,Fall 2020,B+
29833,54190974,Winter 2011,F
29834,54190974,Winter 2018,B-
29837,85615514,Winter 2017,C
29838,85615514,Winter 2018,F
29839,85615514,Summer 2013,A+
29845,80447950,Winter 2019,A+
29846,80447950,Fall 2018,C
29848,77239254,Winter 2011,A
29854,70371972,Fall 2016,A+
29859,88919719,Summer 2012,A+
29863,49617358,Fall 2014,C
29865,49617358,Summer 2016,B+
29868,48362882,Summer 2018,A
29869,48362882,Winter 2013,B
29870,48362882,Fall 2015,A
29871,48362882,Winter 2020,B-
29873,90215786,Fall 2011,B+
29874,90215786,Fall 2013,B
29877,53988925,Summer 2016,B
29884,76694729,Summer 2018,C
29885,76694729,Summer 2014,A+
29886,76694729,Fall 2014,A+
29889,30752602,Fall 2019,A-
29890,30752602,Winter 2014,B
29892,30752602,Winter 2011,B
29893,30752602,Winter 2011,B-
29900,94743734,Fall 2012,A
29901,94743734,Winter 2020,B-
29902,94743734,Fall 2017,F
29906,35572070,Summer 2014,B
29907,35572070,Winter 2014,A-
29908,35572070,Summer 2016,A-
29910,84095182,Winter 2015,F
29911,84095182,Winter 2018,A
29916,84095182,Summer 2017,A+
29920,84095182,Winter 2014,B
29923,41031172,Summer 2011,F
29963,27058248,Fall 2014,A
29970,27058248,Summer 2011,A
29977,27058248,Fall 2020,A
29990,27058248,Fall 2012,A+
30051,16799457,Fall 2011,A+
30120,31054768,Winter 2012,A-
30142,31054768,Summer 2020,C
30144,31054768,Winter 2020,B+
30179,51390298,Summer 2018,B
30181,51390298,Winter 2012,F
30192,98697899,Winter 2019,C
30252,63361266,Winter 2011,B+
30263,63361266,Fall 2011,A
30309,80878514,Summer 2013,B-
30312,80878514,Summer 2014,B-
30315,80878514,Summer 2015,A-
30337,80878514,Summer 2018,B
30342,27028746,Fall 2018,B+
30345,27028746,Summer 2016,A+
30378,83862570,Winter 2013,A-
30381,83862570,Fall 2015,C
30385,83862570,Winter 2019,A
30410,11614514,Winter 2019,A-
30429,37398449,Summer 2015,B
30441,37398449,Winter 2011,C
30469,30153692,Winter 2017,B-
30480,46821169,Winter 2019,B
30490,46821169,Summer 2020,B-
30507,15496921,Fall 2015,B-
30518,15496921,Winter 2016,A+
30547,15496921,Summer 2017,A-
30590,15496921,Summer 2015,C
30679,69848423,Winter 2015,A-
30683,69848423,Summer 2016,A-
30710,47565833,Summer 2014,A-
30738,47565833,Summer 2017,F
30750,47565833,Fall 2019,B-
30757,47565833,Summer 2012,B+
30774,46457318,Fall 2016,B+
42403,46457318,Winter 2013,A+
42408,46457318,Fall 2012,A+
42409,46457318,Summer 2013,C
47049,42827274,Fall 2019,F
47051,69344582,Winter 2012,B+
47052,69344582,Summer 2011,A-
47053,69344582,Winter 2014,B
47056,85955860,Summer 2020,B
47058,79095053,Summer 2017,A-
47059,79095053,Fall 2015,B
47060,79095053,Summer 2016,B+
47062,95821687,Summer 2012,A
47063,95821687,Summer 2011,A+
47064,95821687,Winter 2013,B-
47066,76068241,Summer 2020,A+
47207,76068241,Winter 2013,B
47819,76068241,Winter 2018,A+
48371,21343476,Summer 2013,B+
48400,21343476,Summer 2018,C
49592,87108340,Fall 2011,B
47067,87108340,Fall 2016,B
47069,19488975,Summer 2016,C
34707,19488975,Fall 2020,B-
47070,19488975,Summer 2012,C
47072,95301385,Fall 2020,A+
31144,34455487,Fall 2019,B+
31151,34455487,Fall 2020,F
47073,34455487,Winter 2013,B-
47075,66094099,Winter 2019,F
47076,66094099,Summer 2020,B+
47077,66094099,Winter 2017,F
31211,84303985,Winter 2013,A
31212,84303985,Summer 2015,F
31215,92094920,Winter 2020,B
31216,92094920,Winter 2013,C
48079,92094920,Winter 2015,A+
31217,92094920,Fall 2014,B-
31221,74176852,Winter 2011,B+
31230,48209866,Winter 2016,A
31237,48209866,Summer 2011,A-
31252,48209866,Winter 2019,A
31254,23978364,Fall 2012,B+
31255,23978364,Winter 2020,A+
31256,23978364,Fall 2013,A
31261,53794125,Fall 2015,B
31262,53794125,Summer 2017,A+
31265,53794125,Summer 2015,A
31269,66976614,Fall 2011,A-
31495,66976614,Summer 2014,B+
47078,66976614,Winter 2014,A+
48820,66933357,Summer 2011,F
48822,53847767,Summer 2014,B+
49278,79799745,Fall 2020,A-
47081,79799745,Fall 2019,A
47082,79799745,Fall 2015,B+
42529,79799745,Fall 2012,B-
42531,13154990,Summer 2015,A-
42532,13154990,Summer 2018,B-
31408,13154990,Winter 2017,C
31419,89013562,Winter 2011,A+
31421,89013562,Fall 2011,F
31423,89013562,Winter 2017,B
31424,89013562,Fall 2012,B+
31430,73616183,Winter 2013,A-
31432,73616183,Fall 2014,C
31433,73616183,Fall 2015,B
31435,87261776,Winter 2016,A-
31439,54479755,Summer 2016,F
31441,54479755,Fall 2017,A
31442,54479755,Fall 2011,B
31450,54479755,Fall 2018,A-
31487,84148751,Summer 2017,A
31491,38753712,Winter 2020,B-
31496,86836632,Fall 2014,F
31497,86836632,Summer 2014,F
31499,86836632,Fall 2014,B
31501,80369435,Summer 2018,B
31504,80369435,Winter 2018,B-
31516,86986567,Summer 2016,B+
31521,99171788,Fall 2020,B-
31567,39842756,Fall 2013,B-
31569,39842756,Winter 2016,A
31574,39842756,Fall 2019,B+
31586,56626489,Summer 2015,F
31600,35741438,Summer 2013,B-
31605,35741438,Summer 2016,A+
31606,35741438,Winter 2019,B
31611,35741438,Winter 2018,B
31619,42389292,Winter 2015,A
31628,41589909,Summer 2015,A
31629,41589909,Winter 2016,A
31636,68915874,Winter 2020,B+
31637,68915874,Summer 2015,F
31638,68915874,Summer 2013,B
31693,68915874,Fall 2011,B+
31715,27517761,Summer 2011,A+
31720,27517761,Fall 2012,A+
31732,27517761,Winter 2016,B
31734,27517761,Summer 2013,A
31753,84727397,Winter 2020,A-
31758,84727397,Winter 2014,B+
31763,40976887,Summer 2016,A-
31766,40976887,Summer 2011,B
31785,56070993,Summer 2013,B+
31790,56070993,Fall 2017,B
31793,56070993,Winter 2013,B
31802,47113217,Winter 2018,B
42537,18722910,Fall 2011,B
42540,18722910,Fall 2020,B-
42541,18722910,Summer 2011,B
47084,85412266,Summer 2019,A+
47085,85412266,Fall 2019,A
47088,35606840,Fall 2018,B+
47089,35606840,Fall 2019,B
47090,35606840,Fall 2015,A-
47092,40017773,Fall 2015,A-
47093,40017773,Winter 2011,F
47094,40017773,Summer 2016,A+
47097,43077907,Summer 2011,B-
47099,52904777,Winter 2014,A
47798,91018945,Summer 2017,C
48301,91018945,Fall 2016,A
48302,91018945,Winter 2018,B-
48832,48265042,Winter 2012,B+
49184,48265042,Summer 2014,A-
32004,34755842,Fall 2019,B-
32005,34755842,Fall 2020,A
32006,34755842,Winter 2011,B+
32008,34755842,Summer 2011,B-
32010,83657652,Fall 2019,A-
32011,83657652,Fall 2014,C
32012,83657652,Winter 2015,A
32013,83657652,Winter 2012,B-
32016,90536821,Summer 2015,A+
32017,90536821,Summer 2020,A
32018,90536821,Winter 2018,A-
32020,90536821,Winter 2012,A
32026,92934560,Summer 2011,A-
32027,92934560,Summer 2011,A+
32029,92934560,Winter 2020,B
32031,67831422,Winter 2019,B-
32032,67831422,Fall 2017,B
32034,24146406,Fall 2019,F
32035,24146406,Summer 2012,B
32036,24146406,Fall 2011,C
32038,24146406,Summer 2012,A+
32045,23629494,Summer 2018,C
42553,23629494,Winter 2019,F
44220,23629494,Winter 2014,C
44221,23629494,Summer 2015,B
47101,14839623,Fall 2013,A-
47209,14839623,Fall 2015,A+
47979,14839623,Summer 2018,A
48693,50520230,Fall 2016,C
48873,50520230,Winter 2016,A
48957,50520230,Fall 2019,B
49308,50520230,Fall 2011,B
49698,41850967,Fall 2012,F
49699,41850967,Fall 2015,B+
49702,41850967,Summer 2019,A-
32070,41850967,Winter 2011,B-
32073,97834101,Fall 2017,A
32080,97834101,Winter 2019,B+
32081,97834101,Summer 2016,A
32097,87222119,Summer 2016,A+
32098,87222119,Winter 2017,B
32101,87222119,Winter 2015,C
32104,23576851,Summer 2011,B-
32108,23576851,Summer 2020,B-
32109,23576851,Winter 2014,B
32113,17910751,Fall 2019,A+
32119,83650337,Fall 2017,B-
32122,83650337,Summer 2014,A
32123,83650337,Summer 2014,A
32124,83650337,Fall 2016,A+
32147,17413173,Winter 2014,C
32151,17413173,Fall 2017,B
32153,84102677,Winter 2020,C
32156,84102677,Winter 2013,F
32158,84102677,Winter 2018,B+
32161,84102677,Winter 2014,A-
32174,44178936,Winter 2012,A-
32175,44178936,Fall 2011,A-
32177,44178936,Fall 2017,F
32182,64244623,Fall 2019,F
32186,75648050,Winter 2016,B+
32187,75648050,Fall 2014,A+
32189,42953814,Fall 2015,A+
32190,42953814,Fall 2016,B-
32191,42953814,Winter 2015,F
32192,42953814,Summer 2014,A+
32243,91938816,Fall 2012,B+
32244,91938816,Fall 2020,C
32250,44944409,Summer 2012,A
32253,44944409,Fall 2011,B-
32254,44944409,Summer 2018,B-
32262,41392568,Fall 2018,C
42560,41392568,Winter 2019,C
42562,41392568,Winter 2017,A
42563,41392568,Fall 2016,A+
47103,44004498,Fall 2016,B
47104,44004498,Fall 2012,B-
47105,44004498,Fall 2014,F
47260,44004498,Winter 2012,A+
48196,64376302,Winter 2019,B-
48197,64376302,Winter 2020,A+
48402,64376302,Fall 2016,B
32355,15365905,Fall 2018,A
32366,99234151,Summer 2016,A+
32376,29520323,Fall 2011,B+
32382,29520323,Summer 2015,C
32393,51535082,Winter 2016,B-
32397,51535082,Summer 2018,A
32401,51535082,Winter 2018,B+
32405,51535082,Summer 2017,B
32420,58538974,Fall 2012,F
32429,73955302,Winter 2019,C
32440,99196441,Summer 2014,A+
32445,99196441,Winter 2020,A+
32494,69876581,Winter 2011,A
32521,69876581,Winter 2014,A-
32547,69876581,Summer 2017,B-
32573,69876581,Fall 2014,B+
32623,17099051,Winter 2013,A-
32671,67904538,Winter 2018,A-
32695,67904538,Fall 2012,A
32742,28079317,Fall 2017,A-
32761,28079317,Summer 2019,B-
32808,28079317,Fall 2020,F
32855,33505103,Winter 2015,A
32878,33505103,Winter 2016,A-
32926,96076819,Summer 2012,B-
32928,96076819,Fall 2011,C
32930,96076819,Winter 2020,A+
32934,54898339,Winter 2012,A-
32937,54898339,Fall 2015,C
32940,54898339,Winter 2020,A-
32947,86587280,Winter 2017,B+
32975,53025761,Summer 2012,B+
32982,53025761,Fall 2019,A+
32991,96208831,Summer 2015,C
32996,96208831,Winter 2011,A+
33019,37275711,Summer 2017,F
33024,37275711,Summer 2018,A-
33027,37275711,Winter 2019,A-
33031,37275711,Winter 2019,C
33042,63845788,Winter 2012,A-
33047,63845788,Fall 2016,A-
33051,63845788,Summer 2014,A+
33060,52420670,Summer 2012,A-
33064,52420670,Fall 2013,B+
33068,52420670,Winter 2013,A
33091,52420670,Summer 2017,B-
33134,99848393,Winter 2015,A-
33153,99848393,Summer 2019,B
33192,12300017,Summer 2015,A+
33233,27310263,Summer 2016,B-
33254,27310263,Winter 2020,B-
33298,51609442,Summer 2019,A
33339,47399744,Summer 2012,B-
33359,47399744,Fall 2020,F
33416,29925265,Summer 2015,A
33467,29925265,Winter 2020,B+
33470,29925265,Winter 2011,B+
33472,29925265,Winter 2015,A
33481,66492793,Winter 2016,A+
33495,69270873,Fall 2019,F
33498,69270873,Fall 2020,B+
33518,69270873,Winter 2015,B-
42609,71253766,Winter 2011,A
42680,71253766,Fall 2015,B
42681,71253766,Summer 2020,C
47106,42953849,Winter 2017,F
47107,42953849,Fall 2020,C
